n_snps,panel,reductor,classifier,fold,acc,f1,mcc,roc_auc
35,stat,EN,XGB,1,0.900990099009901,0.9010779126693158,0.8455801905169709,0.9807091292260784
35,stat,EN,LR,1,0.9405940594059405,0.9406412201881439,0.9079469919097104,0.9861357135777297
35,stat,EN,SVM_RBF,1,0.900990099009901,0.9006797608696935,0.8468255511348498,0.9803600337944672
35,stat,EN,SVM_Lin,1,0.9306930693069307,0.9308707913776733,0.8931297127507265,0.988283975003422
35,stat,EN,GBM,1,0.900990099009901,0.9007078408189251,0.8455801905169709,0.9725506681015155
35,stat,EN,RF,2,0.8712871287128713,0.8637008497229813,0.801552347078928,0.9702809873081951
35,stat,EN,XGB,2,0.9108910891089109,0.9090034795334737,0.8610562412685702,0.9679303602697894
35,stat,EN,LR,2,0.9207920792079208,0.9196977592496092,0.8776250347481429,0.9735726439450793
35,stat,EN,SVM_RBF,2,0.8910891089108911,0.8880369594988116,0.8309190335216255,0.9628227230033652
35,stat,EN,SVM_Lin,2,0.9108910891089109,0.9097978000435145,0.8627620170385611,0.9623525031977307
35,stat,EN,GBM,2,0.8613861386138614,0.8538567810269398,0.7840917009432838,0.9566933458882612
35,stat,EN,RF,3,0.8910891089108911,0.8878060656349355,0.8317117700146699,0.9854103323025433
35,stat,EN,XGB,3,0.9405940594059405,0.9394643787687039,0.9082756702808297,0.9910577031151382
35,stat,EN,LR,3,0.9306930693069307,0.9307331573493486,0.8924818879942835,0.988950767520791
35,stat,EN,SVM_RBF,3,0.9405940594059405,0.9406338566673205,0.9080165607070988,0.9873438444150482
35,stat,EN,SVM_Lin,3,0.9108910891089109,0.9105595627436048,0.8613524422021726,0.9842877388805792
35,stat,EN,GBM,3,0.900990099009901,0.8995807217388869,0.8455683217103587,0.9827298695709397
35,stat,EN,RF,4,0.89,0.8892813982521848,0.8306599166658766,0.9806896434168619
35,stat,EN,XGB,4,0.86,0.8601240786240786,0.7822234198935583,0.973082255544834
35,stat,EN,LR,4,0.91,0.9102981029810298,0.8599293857105954,0.9794602354263278
35,stat,EN,SVM_RBF,4,0.92,0.9201165501165502,0.8749288151939663,0.977718544770995
35,stat,EN,SVM_Lin,4,0.85,0.8516341923318669,0.7671846037422436,0.9786147670802748
35,stat,EN,GBM,4,0.84,0.8393655024887902,0.7530103560157266,0.9620447024000772
40,stat,EN,RF,0,0.9108910891089109,0.9050640681391993,0.8659518630901623,0.9804102417059598
40,stat,EN,XGB,0,0.900990099009901,0.8995224915580721,0.8456848077114552,0.9808958011790304
40,stat,EN,LR,0,0.8811881188118812,0.8794624350458414,0.8147298059664233,0.9685423540017651
40,stat,EN,SVM_RBF,0,0.9108910891089109,0.9080409350406887,0.8626326168393075,0.9812044824868197
40,stat,EN,SVM_Lin,0,0.8712871287128713,0.8691247405283515,0.7988037857437845,0.9564922192486867
40,stat,EN,GBM,0,0.8712871287128713,0.8666580943808667,0.8008445739613235,0.9776732910430502
40,stat,EN,RF,1,0.9207920792079208,0.9210586443259711,0.8765884495406543,0.9877235461535193
40,stat,EN,XGB,1,0.9207920792079208,0.9207920792079208,0.8766788766788767,0.9839657996214642
40,stat,EN,LR,1,0.9405940594059405,0.9403196417202696,0.9086645757303978,0.9869999858403071
40,stat,EN,SVM_RBF,1,0.9306930693069307,0.9306209410517964,0.8925786918958205,0.9827596887699475
40,stat,EN,SVM_Lin,1,0.8910891089108911,0.8904331100969369,0.832070372679653,0.9871116114202644
40,stat,EN,GBM,1,0.9207920792079208,0.9202761739588593,0.8780115623206549,0.9785225186317961
