method,panel_size,classifier,acc_mean,acc_std,f1_mean,f1_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std
RF,30,AdaBoost,0.8134653465346535,0.04629430240380976,0.8094859784129989,0.0437981426655079,0.7131467233802129,0.07174947081901466,0.924789611465404,0.01769984046486219
RF,30,MLP,0.7877623762376238,0.02504849526396199,0.7724166663517504,0.024794357646432067,0.6713427628696698,0.03843293401721048,0.9345966226473814,0.007097061796261252
RF,35,Random Forest,0.8393069306930693,0.025991937700165266,0.8334569906483271,0.02571171740512195,0.751433783567716,0.042045556025243416,0.9587930026267182,0.011218227567628641
RF,35,XGBoost,0.8392475247524752,0.029194969439351206,0.8371617255923465,0.027788793743043008,0.7504603157075675,0.04650027883248741,0.9514656489568323,0.011850232395104767
RF,35,Logistic Reg,0.8392871287128714,0.022903830090199,0.8366533613990818,0.02343413948840798,0.7503924411749481,0.036619284198621184,0.9538073421929756,0.011563163991678478
RF,35,SVM (RBF),0.8412475247524751,0.04114885790649745,0.8387488275442821,0.04020376094264672,0.7535857549344774,0.06549627520216914,0.9446966538471873,0.016689175250157534
RF,35,SVM (Linear),0.8055445544554456,0.020479498572432288,0.8035227708669378,0.01960593249725241,0.6987526432993556,0.03330758638715466,0.9365243200033391,0.010788740800362193
RF,35,KNN,0.7917623762376238,0.050177702061162684,0.7702527100093778,0.07011291306598297,0.6781809786997935,0.07807790354719865,0.913821597837647,0.021673794575522144
RF,35,Naive Bayes,0.6464752475247526,0.09998222761392782,0.6543416051375793,0.09901953171473636,0.5279888834726718,0.09756086509550152,0.9060618360111702,0.030507513977677835
RF,35,Grad Boosting,0.8293861386138615,0.03384820541335877,0.8264134744409745,0.03601672257002831,0.7356160622952096,0.054503126586681515,0.9446400214557696,0.013605538322330088
RF,35,AdaBoost,0.8075445544554455,0.020328099860943073,0.8051205428135733,0.019169389278996207,0.7019015867327797,0.030393958914614275,0.9258170923389656,0.01493058091879263
RF,35,MLP,0.8331881188118813,0.04207678036096101,0.8231533257086456,0.052856270750924576,0.742376283743641,0.06290374104459247,0.9475093696776581,0.016238848347062306
RF,40,Random Forest,0.863108910891089,0.016922017347546833,0.8594988308678495,0.016732582711011173,0.7878006009626852,0.027149153332972607,0.9640582568841436,0.0071701349567854416
RF,40,XGBoost,0.8511683168316833,0.020928585373051076,0.8483024502975605,0.0189477431873781,0.7690346133735164,0.03315107637483486,0.9562998331898674,0.009705002957888616
RF,40,Logistic Reg,0.8571485148514851,0.014754588193425568,0.854787572956838,0.013837871368253197,0.7782193078679237,0.024297596808995594,0.9617891061861938,0.008356032182890542
RF,40,SVM (RBF),0.8651089108910892,0.026870754498321936,0.8620565898311972,0.027075867177154846,0.789568080088315,0.04281661019541851,0.948742429912043,0.01679240602917862
RF,40,SVM (Linear),0.8294257425742574,0.0250162891741893,0.8259096870859836,0.024170591599034095,0.7347253941663114,0.04097854038786652,0.9480682570950603,0.010156377272589123
RF,40,KNN,0.8035841584158415,0.021927901393511768,0.7883004698072842,0.027623704171337,0.6972393425508185,0.03589626836870818,0.9165853640943293,0.011263224731017745
RF,40,Naive Bayes,0.7121188118811881,0.05143857756619184,0.7161349966947594,0.0498098365660367,0.5941864640462231,0.058963612839823897,0.9206796921034446,0.01314342498228481
RF,40,Grad Boosting,0.8451485148514852,0.03624141082846209,0.8432396536198589,0.03479523146154548,0.7608929679287694,0.05421617602175672,0.9515209423228473,0.009801656777160328
RF,40,AdaBoost,0.8194059405940595,0.02324182297207317,0.8147640216205847,0.017427706659102295,0.7211231297257434,0.03687468086412071,0.9394241490956563,0.013639758565595019
RF,40,MLP,0.8611881188118812,0.031060717312778163,0.8590655355861608,0.030705485660472154,0.7835696562492576,0.04868610961806453,0.956435655535898,0.007562564416833886
RF,45,Random Forest,0.875029702970297,0.020222117250077342,0.8711232996484025,0.02075764456591705,0.8066750260437454,0.03040760299883883,0.9692787811833087,0.011227627630778864
