n_snps,panel,reductor,classifier,fold,acc,f1,mcc
20,fst_stat,LR,XGB,0,0.693069306930693,0.6843690160521844,0.5164226679334766
20,fst_stat,LR,LR,0,0.7029702970297029,0.6881165331723047,0.5310707694181589
20,fst_stat,LR,SVM_RBF,0,0.7326732673267327,0.6982741097265952,0.5839208843470112
20,fst_stat,LR,SVM_Lin,0,0.693069306930693,0.6760362844795118,0.5155262562802982
20,fst_stat,LR,GBM,0,0.7227722772277227,0.7166600945943384,0.5644087410412346
20,fst_stat,LR,RF,1,0.7623762376237624,0.7530945920990951,0.627365140801822
20,fst_stat,LR,XGB,1,0.7029702970297029,0.6969135802469135,0.5375624933525118
20,fst_stat,LR,LR,1,0.7524752475247525,0.7444639358830778,0.6120109921790449
20,fst_stat,LR,SVM_RBF,1,0.7722772277227723,0.7589203862947236,0.6436822313202114
20,fst_stat,LR,SVM_Lin,1,0.7821782178217822,0.7757252593303845,0.6584319172580744
20,fst_stat,LR,GBM,1,0.6831683168316832,0.6839620670927851,0.51440754374028
20,fst_stat,LR,RF,2,0.8415841584158416,0.8407339382586907,0.7528848952824327
20,fst_stat,LR,XGB,2,0.7920792079207921,0.7902874675653219,0.6778032746470171
20,fst_stat,LR,LR,2,0.801980198019802,0.8016905536707517,0.6953074625912964
20,fst_stat,LR,SVM_RBF,2,0.8217821782178217,0.8218155148848219,0.7252440726355452
20,fst_stat,LR,SVM_Lin,2,0.8316831683168316,0.8332233223322332,0.7414719424545396
20,fst_stat,LR,GBM,2,0.7524752475247525,0.7554127006903588,0.6205182690532431
20,fst_stat,LR,RF,3,0.8118811881188119,0.7957382694791219,0.7101485251265925
20,fst_stat,LR,XGB,3,0.8118811881188119,0.8021039603960396,0.7146065170417614
20,fst_stat,LR,LR,3,0.801980198019802,0.7919111228010847,0.6951263966636848
20,fst_stat,LR,SVM_RBF,3,0.7920792079207921,0.7727802952709064,0.684787545198201
20,fst_stat,LR,SVM_Lin,3,0.801980198019802,0.7911760770671661,0.700273856147945
20,fst_stat,LR,GBM,3,0.801980198019802,0.7975709733135475,0.6905759894329627
20,fst_stat,LR,RF,4,0.73,0.7270486984680534,0.5818786114708304
20,fst_stat,LR,XGB,4,0.74,0.7385713248638838,0.5923566595061125
20,fst_stat,LR,LR,4,0.74,0.7351051051051052,0.5923502291308087
20,fst_stat,LR,SVM_RBF,4,0.8,0.7899745615209531,0.6992016628747807
20,fst_stat,LR,SVM_Lin,4,0.74,0.7286039567002612,0.5923412212108453
20,fst_stat,LR,GBM,4,0.7,0.6871477635993765,0.5277463377205297
20,fst_stat,EN,RF,0,0.8415841584158416,0.8289719294510096,0.7568841113510196
20,fst_stat,EN,XGB,0,0.8514851485148515,0.8414730361925082,0.7705195775406574
20,fst_stat,EN,LR,0,0.8316831683168316,0.8195981118280854,0.7408479122673114
20,fst_stat,EN,SVM_RBF,0,0.8415841584158416,0.832385010652964,0.7545063148829554
20,fst_stat,EN,SVM_Lin,0,0.8415841584158416,0.8327562977816769,0.7557965084875912
20,fst_stat,EN,GBM,0,0.7821782178217822,0.7724755797644222,0.6583809281395329
20,fst_stat,EN,RF,1,0.801980198019802,0.7956817368483835,0.6914988786345514
20,fst_stat,EN,XGB,1,0.7920792079207921,0.7905201379866494,0.6742988746942131
20,fst_stat,EN,LR,1,0.8118811881188119,0.811574444879944,0.7073990061981135
20,fst_stat,EN,SVM_RBF,1,0.7920792079207921,0.7906321401370906,0.675019161581481
20,fst_stat,EN,SVM_Lin,1,0.801980198019802,0.7990407290401672,0.6892947913177899
20,fst_stat,EN,GBM,1,0.7821782178217822,0.7808790758668335,0.6611096920269321
20,fst_stat,EN,RF,2,0.8415841584158416,0.8349397817229922,0.7542920126748074
20,fst_stat,EN,XGB,2,0.8415841584158416,0.8347517367915793,0.7559173839282386
20,fst_stat,EN,LR,2,0.8514851485148515,0.8484764755545322,0.7683412511033333
20,fst_stat,EN,SVM_RBF,2,0.8316831683168316,0.8297390405913083,0.7383743054204986
20,fst_stat,EN,SVM_Lin,2,0.8613861386138614,0.859311485999583,0.7846665127179888
20,fst_stat,EN,GBM,2,0.8217821782178217,0.8165362509618115,0.7243358090005876
20,fst_stat,EN,RF,3,0.8217821782178217,0.813402987157799,0.7272809579783224
20,fst_stat,EN,XGB,3,0.8217821782178217,0.819000373455819,0.7252498576077255
20,fst_stat,EN,LR,3,0.7920792079207921,0.788048453196968,0.677170575989176
20,fst_stat,EN,SVM_RBF,3,0.7920792079207921,0.7819143860085769,0.6860918816147898
20,fst_stat,EN,SVM_Lin,3,0.7722772277227723,0.7675904770960078,0.653304902649522
20,fst_stat,EN,GBM,3,0.7920792079207921,0.7894591621324295,0.6765999589899883
20,fst_stat,EN,RF,4,0.82,0.8189583333333335,0.7289067962798286
20,fst_stat,EN,XGB,4,0.8,0.7943295553618134,0.6933464427258221
20,fst_stat,EN,LR,4,0.87,0.8682148553201184,0.8009839367210337
20,fst_stat,EN,SVM_RBF,4,0.84,0.8333783783783784,0.7617617050639299
20,fst_stat,EN,SVM_Lin,4,0.84,0.8333783783783784,0.7617617050639299
20,fst_stat,EN,GBM,4,0.82,0.8152289855072464,0.7213995655590472
25,stat,RF,RF,0,0.7722772277227723,0.7561154991903685,0.6430082323949701
25,stat,RF,XGB,0,0.7821782178217822,0.7809775805166723,0.6592002557698937
25,stat,RF,LR,0,0.8118811881188119,0.7942203473458641,0.708736061895968
25,stat,RF,SVM_RBF,0,0.801980198019802,0.7843512763186988,0.6922263997282908
25,stat,RF,SVM_Lin,0,0.8217821782178217,0.8069048964449795,0.7246168868130985
25,stat,RF,GBM,0,0.7920792079207921,0.7918896121035813,0.6753587645130978
25,stat,RF,RF,1,0.7326732673267327,0.7257488297092258,0.5792644624651406
25,stat,RF,XGB,1,0.7623762376237624,0.7589122827437358,0.6273837004342622
25,stat,RF,LR,1,0.7722772277227723,0.7677737726077855,0.6427512703250242
25,stat,RF,SVM_RBF,1,0.7524752475247525,0.7385479012652711,0.61242901589302
25,stat,RF,SVM_Lin,1,0.7425742574257426,0.7323079366760206,0.5944383062413803
25,stat,RF,GBM,1,0.7623762376237624,0.7574968023118102,0.6268576898233073
25,stat,RF,RF,2,0.8415841584158416,0.8363477864413265,0.7539960220643875
25,stat,RF,XGB,2,0.8118811881188119,0.8074736091879737,0.710748361671601
25,stat,RF,LR,2,0.8316831683168316,0.8266373492291462,0.7387751476074275
25,stat,RF,SVM_RBF,2,0.801980198019802,0.7910166626418741,0.6906499140562381
25,stat,RF,SVM_Lin,2,0.8118811881188119,0.8055516719836298,0.7075222513107363
25,stat,RF,GBM,2,0.8217821782178217,0.8194260152050373,0.7291730580580381
25,stat,RF,RF,3,0.9108910891089109,0.9080282233310772,0.8620029102324288
25,stat,RF,XGB,3,0.8910891089108911,0.8855553658814158,0.8323667839498696
25,stat,RF,LR,3,0.8514851485148515,0.8444765271458021,0.7761556178857498
25,stat,RF,SVM_RBF,3,0.8415841584158416,0.8320514471292212,0.7621713339721274
25,stat,RF,SVM_Lin,3,0.8613861386138614,0.8567501722577696,0.789833719364573
25,stat,RF,GBM,3,0.900990099009901,0.8977647764776477,0.848111872588724
25,stat,RF,RF,4,0.82,0.8257971014492753,0.7276624182318825
25,stat,RF,XGB,4,0.8,0.805952380952381,0.7015755233586126
25,stat,RF,LR,4,0.83,0.8357333333333333,0.7405628028532546
25,stat,RF,SVM_RBF,4,0.81,0.8128826291079813,0.7078139936761583
25,stat,RF,SVM_Lin,4,0.82,0.8231727287041412,0.7210544411371707
25,stat,RF,GBM,4,0.77,0.777628518567464,0.6543645035785689
25,stat,LR,RF,0,0.8118811881188119,0.801210247752886,0.7085529787790388
25,stat,LR,XGB,0,0.7326732673267327,0.7212557964657226,0.5785802005175691
25,stat,LR,LR,0,0.7722772277227723,0.7688954609746689,0.6436926884686792
25,stat,LR,SVM_RBF,0,0.8118811881188119,0.7975005937318297,0.7092929435652063
25,stat,LR,SVM_Lin,0,0.7227722772277227,0.7119863431577029,0.5639051608889375
25,stat,LR,GBM,0,0.7425742574257426,0.7299282723303386,0.5948755896277131
25,stat,LR,RF,1,0.801980198019802,0.7944861727552065,0.6896185281827919
25,stat,LR,XGB,1,0.7623762376237624,0.7594751036285063,0.6315790135130882
25,stat,LR,LR,1,0.7425742574257426,0.7395708137131116,0.5962380854213054
25,stat,LR,SVM_RBF,1,0.7722772277227723,0.7672737578733797,0.6420025728591696
25,stat,LR,SVM_Lin,1,0.7524752475247525,0.7488371673486814,0.6108383396156926
25,stat,LR,GBM,1,0.7227722772277227,0.716904129437334,0.5677099976184482
25,stat,LR,RF,2,0.8712871287128713,0.8696914767117342,0.8001859961353518
25,stat,LR,XGB,2,0.8514851485148515,0.848551074619657,0.7692792855776215
25,stat,LR,LR,2,0.8217821782178217,0.8214661397292914,0.7228070932427565
25,stat,LR,SVM_RBF,2,0.8415841584158416,0.8405165411055873,0.754843709870232
25,stat,LR,SVM_Lin,2,0.8316831683168316,0.8312385455413012,0.7382151802873994
25,stat,LR,GBM,2,0.801980198019802,0.8026356481802027,0.6953074625912964
25,stat,LR,RF,3,0.801980198019802,0.7867560949643352,0.6955943379973492
25,stat,LR,XGB,3,0.8118811881188119,0.8064991892447672,0.706789489263805
25,stat,LR,LR,3,0.8217821782178217,0.8180503443602788,0.7225932834669585
25,stat,LR,SVM_RBF,3,0.8118811881188119,0.8023603602596284,0.7098187088551163
25,stat,LR,SVM_Lin,3,0.7722772277227723,0.7708816815811572,0.6490645432773328
25,stat,LR,GBM,3,0.7722772277227723,0.770323084940073,0.6440624766197641
25,stat,LR,RF,4,0.77,0.7568237221976726,0.6457581482573682
25,stat,LR,XGB,4,0.76,0.7551361719776043,0.6247942794276137
25,stat,LR,LR,4,0.78,0.7808746846760545,0.6577019438136773
25,stat,LR,SVM_RBF,4,0.8,0.7941947299077734,0.6889406424742757
25,stat,LR,SVM_Lin,4,0.79,0.7865191565191566,0.6726600839109637
25,stat,LR,GBM,4,0.74,0.7332142857142856,0.5897599336657254
25,stat,EN,RF,0,0.8613861386138614,0.8477722772277227,0.7877384274698477
25,stat,EN,XGB,0,0.8514851485148515,0.8441860465116279,0.7683412511033333
25,stat,EN,LR,0,0.8316831683168316,0.8265044225941581,0.7384934681077551
25,stat,EN,SVM_RBF,0,0.8514851485148515,0.8421204620462047,0.7716458746432995
25,stat,EN,SVM_Lin,0,0.8316831683168316,0.8277172612896965,0.739895702883133
25,stat,EN,GBM,0,0.8613861386138614,0.8538783290093716,0.7853390023634134
25,stat,EN,RF,1,0.8514851485148515,0.8497947355711181,0.7692792855776215
25,stat,EN,XGB,1,0.8514851485148515,0.8507935181703824,0.7702517969148749
25,stat,EN,LR,1,0.8514851485148515,0.8518018468513519,0.7712166571561666
25,stat,EN,SVM_RBF,1,0.8415841584158416,0.8376175460144478,0.7534283109897598
25,stat,EN,SVM_Lin,1,0.8217821782178217,0.8216148856264938,0.7213657327379229
25,stat,EN,GBM,1,0.8910891089108911,0.8899764320365348,0.8310918414927784
25,stat,EN,RF,2,0.8613861386138614,0.8537547917514312,0.785586042902025
25,stat,EN,XGB,2,0.8712871287128713,0.865204886501722,0.800338417484505
25,stat,EN,LR,2,0.8712871287128713,0.8688465110422012,0.7995577396555253
25,stat,EN,SVM_RBF,2,0.8514851485148515,0.8497700422181733,0.7686681538401544
25,stat,EN,SVM_Lin,2,0.8613861386138614,0.859274827190606,0.7836132582626575
25,stat,EN,GBM,2,0.8217821782178217,0.813558216286745,0.7210899015834814
25,stat,EN,RF,3,0.801980198019802,0.795411852380684,0.6951263966636848
25,stat,EN,XGB,3,0.8415841584158416,0.838037210314438,0.7564958232344866
25,stat,EN,LR,3,0.8316831683168316,0.828015497201894,0.7418231398456764
25,stat,EN,SVM_RBF,3,0.801980198019802,0.7906551783397824,0.696632285854371
25,stat,EN,SVM_Lin,3,0.8514851485148515,0.8484728499363413,0.7757598874587371
25,stat,EN,GBM,3,0.8316831683168316,0.8280654320258282,0.737745629829308
25,stat,EN,RF,4,0.83,0.8255199587568126,0.7451310359091817
25,stat,EN,XGB,4,0.85,0.8462222222222222,0.7673821545179896
25,stat,EN,LR,4,0.84,0.8371111111111111,0.7512233388827404
25,stat,EN,SVM_RBF,4,0.84,0.8327566256065695,0.7576149994504785
25,stat,EN,SVM_Lin,4,0.84,0.8351765905903353,0.7540721163414803
25,stat,EN,GBM,4,0.8,0.7936277056277057,0.6865880763417431
25,FST,RF,RF,0,0.7722772277227723,0.7586732414591552,0.6483329895839292
25,FST,RF,XGB,0,0.7524752475247525,0.7430234029095509,0.6116873117337502
25,FST,RF,LR,0,0.7821782178217822,0.7507616146230008,0.6654856732779296
25,FST,RF,SVM_RBF,0,0.7722772277227723,0.7496476938334228,0.6505769445272103
25,FST,RF,SVM_Lin,0,0.7821782178217822,0.7578292362787834,0.6619104216060004
25,FST,RF,GBM,0,0.7623762376237624,0.7453003528200921,0.6264035406813525
25,FST,RF,RF,1,0.8118811881188119,0.8102855593466723,0.7049000840755363
25,FST,RF,XGB,1,0.801980198019802,0.7979124167242978,0.6892376028955527
25,FST,RF,LR,1,0.7722772277227723,0.770736598204433,0.6456567693482189
25,FST,RF,SVM_RBF,1,0.7821782178217822,0.7801556217397801,0.6578167056297206
25,FST,RF,SVM_Lin,1,0.7326732673267327,0.7303141425253636,0.5841000463484579
25,FST,RF,GBM,1,0.7920792079207921,0.7909227057159497,0.6747177237993098
25,FST,RF,RF,2,0.8118811881188119,0.8013109003208013,0.7067653963480762
25,FST,RF,XGB,2,0.801980198019802,0.7920926271515603,0.6898194935504932
25,FST,RF,LR,2,0.7623762376237624,0.7500558298050157,0.6270680144351026
25,FST,RF,SVM_RBF,2,0.7524752475247525,0.7444696103597288,0.6113631277920795
25,FST,RF,SVM_Lin,2,0.7524752475247525,0.7421987026288835,0.6104871133379135
25,FST,RF,GBM,2,0.7920792079207921,0.7837469461231837,0.673866077932919
25,FST,RF,RF,3,0.8613861386138614,0.8561955765160446,0.7847479029209673
25,FST,RF,XGB,3,0.8811881188118812,0.8789287575374078,0.814603945265482
25,FST,RF,LR,3,0.8910891089108911,0.888391934236748,0.8310043858681851
25,FST,RF,SVM_RBF,3,0.8514851485148515,0.8483438705316314,0.7689249301020586
25,FST,RF,SVM_Lin,3,0.8712871287128713,0.8674301165056264,0.8004114161917841
25,FST,RF,GBM,3,0.9108910891089109,0.9101307347449704,0.8609960171991302
25,FST,RF,RF,4,0.79,0.793033620195066,0.6743494820224899
25,FST,RF,XGB,4,0.74,0.7449285714285715,0.600130545166229
25,FST,RF,LR,4,0.76,0.7592123248475336,0.6228398160599693
25,FST,RF,SVM_RBF,4,0.81,0.8097784038283422,0.704428474868201
25,FST,RF,SVM_Lin,4,0.76,0.7631945612559573,0.6284541801980794
25,FST,RF,GBM,4,0.79,0.794423344556678,0.6771191906507471
25,FST,LR,RF,0,0.6534653465346535,0.6440676696486672,0.4542718872222931
25,FST,LR,XGB,0,0.6336633663366337,0.6209047734041697,0.4230789150077822
25,FST,LR,LR,0,0.6732673267326733,0.6643456230345952,0.48516271218779194
25,FST,LR,SVM_RBF,0,0.6732673267326733,0.6647378245732273,0.4860389278437034
25,FST,LR,SVM_Lin,0,0.6039603960396039,0.5880909537982222,0.37359946587074794
25,FST,LR,GBM,0,0.6138613861386139,0.6012366296870651,0.3923894070086559
25,FST,LR,RF,1,0.7326732673267327,0.7206678004581324,0.57861831917742
25,FST,LR,XGB,1,0.7623762376237624,0.7602217870101788,0.6290201210558951
25,FST,LR,LR,1,0.693069306930693,0.6877187389203094,0.5175293965961979
25,FST,LR,SVM_RBF,1,0.7227722772277227,0.7139808808467053,0.5630082644309865
25,FST,LR,SVM_Lin,1,0.7227722772277227,0.7140659096160265,0.5626606079008127
25,FST,LR,GBM,1,0.7227722772277227,0.7254931695701216,0.5828047910637401
25,FST,LR,RF,2,0.693069306930693,0.6747558201766123,0.5165649579022032
25,FST,LR,XGB,2,0.693069306930693,0.6854173118496181,0.5164558730662
25,FST,LR,LR,2,0.7128712871287128,0.7105030773347606,0.5505644148268792
25,FST,LR,SVM_RBF,2,0.7425742574257426,0.7245493780147246,0.5955809002317368
25,FST,LR,SVM_Lin,2,0.7425742574257426,0.7339300974561274,0.5961013066996639
25,FST,LR,GBM,2,0.6633663366336634,0.6475862776151032,0.4677248612856121
25,FST,LR,RF,3,0.7029702970297029,0.6988103561881907,0.5378039559427059
25,FST,LR,XGB,3,0.6534653465346535,0.6564827911362565,0.4642218778777854
25,FST,LR,LR,3,0.6633663366336634,0.6565257718878382,0.4727508860271645
25,FST,LR,SVM_RBF,3,0.693069306930693,0.6937885198912256,0.5272487853957127
25,FST,LR,SVM_Lin,3,0.6435643564356436,0.6406901679178907,0.44381593092607624
25,FST,LR,GBM,3,0.7029702970297029,0.6976672787663999,0.5329477530291167
25,FST,LR,RF,4,0.68,0.6808363379285968,0.5058779813258452
25,FST,LR,XGB,4,0.66,0.6647847227782591,0.48267481725427613
25,FST,LR,LR,4,0.73,0.7343074581430745,0.5864598253522522
25,FST,LR,SVM_RBF,4,0.75,0.7485380116959064,0.6110212344663286
25,FST,LR,SVM_Lin,4,0.67,0.6828254938338972,0.5062194338356375
25,FST,LR,GBM,4,0.65,0.6589010518809058,0.4749806666671108
25,FST,EN,RF,0,0.7326732673267327,0.7104924620677665,0.5796557793862218
25,FST,EN,XGB,0,0.7029702970297029,0.6850357507660878,0.530436743909835
25,FST,EN,LR,0,0.7227722772277227,0.7184958578823919,0.5642325113292307
25,FST,EN,SVM_RBF,0,0.7821782178217822,0.7683284457478006,0.6597946658884788
25,FST,EN,SVM_Lin,0,0.7425742574257426,0.7331369845845342,0.5944166775507058
25,FST,EN,GBM,0,0.7029702970297029,0.6862100915973951,0.5308047408673693
25,FST,EN,RF,1,0.801980198019802,0.8003493797655628,0.6902829942539083
25,FST,EN,XGB,1,0.7524752475247525,0.757331956863681,0.6201922591622823
25,FST,EN,LR,1,0.7920792079207921,0.795955888271754,0.6799120528090666
25,FST,EN,SVM_RBF,1,0.801980198019802,0.8022597553873034,0.6916146816068947
25,FST,EN,SVM_Lin,1,0.7326732673267327,0.7364136413641365,0.5885755231243874
25,FST,EN,GBM,1,0.7425742574257426,0.7435091505788293,0.6005809916319134
25,FST,EN,RF,2,0.8118811881188119,0.8024623331898406,0.7068743653556284
25,FST,EN,XGB,2,0.7722772277227723,0.7657726271587659,0.6433064581165548
25,FST,EN,LR,2,0.7920792079207921,0.788785669814764,0.6741613575823808
25,FST,EN,SVM_RBF,2,0.7722772277227723,0.7667497518982668,0.6419088536264858
25,FST,EN,SVM_Lin,2,0.8217821782178217,0.8220559956687058,0.7226311858684074
25,FST,EN,GBM,2,0.7821782178217822,0.7774409019849353,0.6581695724504852
25,FST,EN,RF,3,0.8316831683168316,0.8255311245410255,0.7393147702938611
25,FST,EN,XGB,3,0.8217821782178217,0.8186909188656422,0.7212613042594681
25,FST,EN,LR,3,0.8415841584158416,0.8378875440551876,0.75241923456597
25,FST,EN,SVM_RBF,3,0.7524752475247525,0.743103448275862,0.6107575516950936
25,FST,EN,SVM_Lin,3,0.8415841584158416,0.8407777429326643,0.7523926682467358
25,FST,EN,GBM,3,0.7920792079207921,0.7783581299306401,0.6745351965148353
25,FST,EN,RF,4,0.77,0.7692190418496643,0.6447390272563341
25,FST,EN,XGB,4,0.79,0.7887728937728937,0.6709095399020997
25,FST,EN,LR,4,0.77,0.7736418402977628,0.6442065966237928
25,FST,EN,SVM_RBF,4,0.76,0.7579827351203997,0.6286205515749258
25,FST,EN,SVM_Lin,4,0.73,0.7359039145373524,0.5847352828479007
25,FST,EN,GBM,4,0.73,0.7350985011027922,0.5847352828479007
25,fst_stat,RF,RF,0,0.801980198019802,0.7874339056695736,0.6976057070974999
25,fst_stat,RF,XGB,0,0.7920792079207921,0.7737375281929737,0.6832402636632081
25,fst_stat,RF,LR,0,0.7821782178217822,0.7643530736774866,0.6621971266489619
25,fst_stat,RF,SVM_RBF,0,0.8118811881188119,0.7963403598424359,0.7124527739165908
25,fst_stat,RF,SVM_Lin,0,0.7623762376237624,0.7456975239119836,0.629563845462553
25,fst_stat,RF,GBM,0,0.7920792079207921,0.7785085174242604,0.6810166092235482
25,fst_stat,RF,RF,1,0.7920792079207921,0.7864432597105864,0.67432950381863
25,fst_stat,RF,XGB,1,0.7623762376237624,0.7637231838441283,0.6302283383648192
25,fst_stat,RF,LR,1,0.7623762376237624,0.7553947702462555,0.6261382882613008
25,fst_stat,RF,SVM_RBF,1,0.7524752475247525,0.7426220450099309,0.6102781898315052
25,fst_stat,RF,SVM_Lin,1,0.7128712871287128,0.7010253480128374,0.547632592320392
25,fst_stat,RF,GBM,1,0.8118811881188119,0.8131881752730206,0.7087413608999421
25,fst_stat,RF,RF,2,0.8118811881188119,0.7931055049834024,0.7081283696836069
25,fst_stat,RF,XGB,2,0.7821782178217822,0.7733882026399884,0.6642967345202841
25,fst_stat,RF,LR,2,0.7524752475247525,0.74128486617421,0.6148647921208494
25,fst_stat,RF,SVM_RBF,2,0.7722772277227723,0.7479962526788617,0.6438543051245916
25,fst_stat,RF,SVM_Lin,2,0.7524752475247525,0.7403798607708871,0.6102531545838425
25,fst_stat,RF,GBM,2,0.8118811881188119,0.8085634173173415,0.7082977595859803
25,fst_stat,RF,RF,3,0.8712871287128713,0.8666958237177099,0.7989919910962574
25,fst_stat,RF,XGB,3,0.900990099009901,0.8974142262758626,0.8459164411997997
25,fst_stat,RF,LR,3,0.8316831683168316,0.8266312707220089,0.7377913650561946
25,fst_stat,RF,SVM_RBF,3,0.8316831683168316,0.8247460040121659,0.7394900414765956
25,fst_stat,RF,SVM_Lin,3,0.8118811881188119,0.803565139122608,0.7098187088551163
25,fst_stat,RF,GBM,3,0.8910891089108911,0.8860954852496604,0.8308609590613901
25,fst_stat,RF,RF,4,0.79,0.7916385767790263,0.6746770350185606
25,fst_stat,RF,XGB,4,0.79,0.7908000000000002,0.6724129486534667
25,fst_stat,RF,LR,4,0.8,0.8019696969696969,0.6907283955726637
25,fst_stat,RF,SVM_RBF,4,0.82,0.8242914961030552,0.7242847754337534
25,fst_stat,RF,SVM_Lin,4,0.76,0.7618097997892518,0.6261347758840552
25,fst_stat,RF,GBM,4,0.79,0.7925662100456621,0.6754030419808771
25,fst_stat,LR,RF,0,0.7920792079207921,0.7744392305235487,0.6768037883270722
25,fst_stat,LR,XGB,0,0.8217821782178217,0.8105856783669759,0.7222923006834461
25,fst_stat,LR,LR,0,0.8217821782178217,0.8180944794326592,0.7209529527574426
25,fst_stat,LR,SVM_RBF,0,0.8514851485148515,0.8448128070725625,0.7696733208710241
25,fst_stat,LR,SVM_Lin,0,0.8316831683168316,0.8280532686473282,0.7363689487943007
25,fst_stat,LR,GBM,0,0.7821782178217822,0.7727604801823851,0.65838094551562
25,fst_stat,LR,RF,1,0.7524752475247525,0.740183684941764,0.6117196426460022
25,fst_stat,LR,XGB,1,0.7623762376237624,0.7599009900990099,0.6324786324786325
25,fst_stat,LR,LR,1,0.7821782178217822,0.7783356011420197,0.6578135043853053
25,fst_stat,LR,SVM_RBF,1,0.7722772277227723,0.7664243639553829,0.6419261086501159
25,fst_stat,LR,SVM_Lin,1,0.7920792079207921,0.7837156386446098,0.6751782286980139
25,fst_stat,LR,GBM,1,0.7326732673267327,0.7292575599023317,0.5846364394162586
25,fst_stat,LR,RF,2,0.8316831683168316,0.8297390405913083,0.7383743054204986
25,fst_stat,LR,XGB,2,0.8118811881188119,0.8118733161330445,0.7091612573002819
25,fst_stat,LR,LR,2,0.801980198019802,0.8047466355252555,0.698026394698316
25,fst_stat,LR,SVM_RBF,2,0.8415841584158416,0.8396293475501396,0.7525458107965477
25,fst_stat,LR,SVM_Lin,2,0.7920792079207921,0.7931528867172433,0.6809189050960635
25,fst_stat,LR,GBM,2,0.7920792079207921,0.7912581502052645,0.6753483963700506
25,fst_stat,LR,RF,3,0.8415841584158416,0.8347341525324009,0.7595265140607678
25,fst_stat,LR,XGB,3,0.8514851485148515,0.8470560010334678,0.7685268799615786
25,fst_stat,LR,LR,3,0.8217821782178217,0.8180503443602788,0.7225932834669585
25,fst_stat,LR,SVM_RBF,3,0.8316831683168316,0.826632550895539,0.7384316580202079
25,fst_stat,LR,SVM_Lin,3,0.8118811881188119,0.81001932239556,0.7062992028984111
25,fst_stat,LR,GBM,3,0.8118811881188119,0.8118663935359054,0.7074126232451142
25,fst_stat,LR,RF,4,0.71,0.703591423466349,0.5451974152623991
25,fst_stat,LR,XGB,4,0.71,0.7115324873945564,0.5464882816628042
25,fst_stat,LR,LR,4,0.75,0.75,0.6092528915286027
25,fst_stat,LR,SVM_RBF,4,0.78,0.7675836831639415,0.6623202961993371
25,fst_stat,LR,SVM_Lin,4,0.77,0.7630779259010051,0.6368792623323686
25,fst_stat,LR,GBM,4,0.65,0.6498207509724537,0.4513095032705792
25,fst_stat,EN,RF,0,0.8613861386138614,0.8539131690946872,0.7865061176662955
25,fst_stat,EN,XGB,0,0.8712871287128713,0.8633641141891967,0.8024926577919337
25,fst_stat,EN,LR,0,0.8514851485148515,0.8446233512240113,0.7705195775406574
25,fst_stat,EN,SVM_RBF,0,0.8613861386138614,0.8567030232435009,0.7853390023634134
25,fst_stat,EN,SVM_Lin,0,0.8514851485148515,0.8483287242751425,0.7701740151192482
25,fst_stat,EN,GBM,0,0.8811881188118812,0.876959091257963,0.8155926006231851
25,fst_stat,EN,RF,1,0.801980198019802,0.7982764943160982,0.6926876700056652
25,fst_stat,EN,XGB,1,0.7425742574257426,0.7417572526483417,0.6033484223620678
25,fst_stat,EN,LR,1,0.801980198019802,0.8025070799762904,0.6940934818621977
25,fst_stat,EN,SVM_RBF,1,0.7821782178217822,0.7808790758668335,0.6611096920269321
25,fst_stat,EN,SVM_Lin,1,0.7821782178217822,0.7831023943426518,0.6620384806264548
25,fst_stat,EN,GBM,1,0.7821782178217822,0.7807788283518784,0.6616840767883173
25,fst_stat,EN,RF,2,0.8712871287128713,0.8656995764935971,0.800338417484505
25,fst_stat,EN,XGB,2,0.8811881188118812,0.8774052001446325,0.8153586644243482
25,fst_stat,EN,LR,2,0.8613861386138614,0.8594405704481419,0.7838770927224752
25,fst_stat,EN,SVM_RBF,2,0.8118811881188119,0.8107232862122985,0.7079012910038222
25,fst_stat,EN,SVM_Lin,2,0.8613861386138614,0.8610608048756684,0.7844394414213284
25,fst_stat,EN,GBM,2,0.8217821782178217,0.8188601787007969,0.7227632960485815
25,fst_stat,EN,RF,3,0.8613861386138614,0.8617184477068396,0.7851925872640088
25,fst_stat,EN,XGB,3,0.8415841584158416,0.8422311291119664,0.756104706058339
25,fst_stat,EN,LR,3,0.8613861386138614,0.861126798114328,0.7844031324938294
25,fst_stat,EN,SVM_RBF,3,0.8811881188118812,0.8814329235121314,0.8212930595453074
25,fst_stat,EN,SVM_Lin,3,0.8415841584158416,0.8420830356529545,0.7554076170111794
25,fst_stat,EN,GBM,3,0.8613861386138614,0.8630768724713003,0.7856820917131739
25,fst_stat,EN,RF,4,0.76,0.7582566509346903,0.6344201475308465
25,fst_stat,EN,XGB,4,0.78,0.7774414184004976,0.657133527845192
25,fst_stat,EN,LR,4,0.82,0.8206138006138006,0.7226995881793759
25,fst_stat,EN,SVM_RBF,4,0.84,0.8399339339339339,0.7521856930085229
25,fst_stat,EN,SVM_Lin,4,0.83,0.8306043121773459,0.7357205405526475
25,fst_stat,EN,GBM,4,0.75,0.7464771608373647,0.612898347362691
30,stat,RF,RF,0,0.801980198019802,0.7931745637830854,0.6894750489562819
30,stat,RF,XGB,0,0.8217821782178217,0.819317216274473,0.7237554246071956
30,stat,RF,LR,0,0.8514851485148515,0.8492295178917327,0.7675389679925675
