n_snps,panel,reductor,classifier,fold,acc,f1,mcc
45,stat,EN,SVM_Lin,0,0.9108910891089109,0.9106644913908036,0.8613681285742345
45,stat,EN,GBM,0,0.8712871287128713,0.8687668766876688,0.8008445739613235
45,stat,EN,RF,1,0.8811881188118812,0.8805406776068134,0.8148747945977016
45,stat,EN,XGB,1,0.8811881188118812,0.8811881188118812,0.815018315018315
45,stat,EN,LR,1,0.8613861386138614,0.8615492137449039,0.7841761871399728
45,stat,EN,SVM_RBF,1,0.8811881188118812,0.8815795533041676,0.8143455932707492
45,stat,EN,SVM_Lin,1,0.8514851485148515,0.8516043052366907,0.7699113484856078
45,stat,EN,GBM,1,0.8712871287128713,0.8709617949746783,0.7998475284659713
45,stat,EN,RF,2,0.8910891089108911,0.8801234098064183,0.8378755012216553
45,stat,EN,XGB,2,0.8910891089108911,0.8871998820786803,0.8304642965828187
45,stat,EN,LR,2,0.8910891089108911,0.8901617151603675,0.8300906951800235
45,stat,EN,SVM_RBF,2,0.8910891089108911,0.8906917421487862,0.8309430686480508
45,stat,EN,SVM_Lin,2,0.8811881188118812,0.8804444882610593,0.8160624350483616
45,stat,EN,GBM,2,0.8712871287128713,0.8668214311778668,0.7992107433259646
45,stat,EN,RF,3,0.8910891089108911,0.8855553658814158,0.8323667839498696
45,stat,EN,XGB,3,0.8712871287128713,0.8703014691962424,0.7995290558142089
45,stat,EN,LR,3,0.8811881188118812,0.8808245573639372,0.815007924425509
45,stat,EN,SVM_RBF,3,0.900990099009901,0.9005780742213879,0.8455683217103587
45,stat,EN,SVM_Lin,3,0.8712871287128713,0.870892881143318,0.7990897142276373
45,stat,EN,GBM,3,0.8811881188118812,0.8792528647773666,0.8144563361028008
45,stat,EN,RF,4,0.89,0.8898107224583197,0.8378117596981638
45,stat,EN,XGB,4,0.84,0.839474666482339,0.7541512730979271
45,stat,EN,LR,4,0.86,0.8622469701932526,0.7873648742657999
45,stat,EN,SVM_RBF,4,0.89,0.8909974259974259,0.8305344714708743
45,stat,EN,SVM_Lin,4,0.85,0.8529446446118573,0.7717642229032915
45,stat,EN,GBM,4,0.8,0.8020493749010918,0.6920626362545296
45,FST,RF,RF,0,0.8415841584158416,0.8290208232292764,0.7568841113510196
45,FST,RF,XGB,0,0.8613861386138614,0.8539233335098216,0.7853390023634134
45,FST,RF,LR,0,0.8613861386138614,0.8559958838261086,0.784950492024452
45,FST,RF,SVM_RBF,0,0.8712871287128713,0.8665240473029541,0.8012688495697342
45,FST,RF,SVM_Lin,0,0.8514851485148515,0.8455359821696455,0.7690999499542224
45,FST,RF,GBM,0,0.8217821782178217,0.8138450939351114,0.7234041614267749
45,FST,RF,RF,1,0.8712871287128713,0.8687668766876688,0.8008445739613235
45,FST,RF,XGB,1,0.8613861386138614,0.8609396748693438,0.7832273612059495
45,FST,RF,LR,1,0.8712871287128713,0.8711835137002072,0.7988210736557348
45,FST,RF,SVM_RBF,1,0.8217821782178217,0.8150750558926861,0.7241648771946718
45,FST,RF,SVM_Lin,1,0.8712871287128713,0.8714318729170215,0.7995742369260219
45,FST,RF,GBM,1,0.8217821782178217,0.8217449416692938,0.7216732163558222
45,FST,RF,RF,2,0.8415841584158416,0.8316433938946263,0.753934687310654
45,FST,RF,XGB,2,0.801980198019802,0.7929968466074019,0.6892947913177899
45,FST,RF,LR,2,0.8316831683168316,0.8283679046637695,0.7365513302189989
45,FST,RF,SVM_RBF,2,0.8613861386138614,0.8588370420053589,0.7835002946930487
45,FST,RF,SVM_Lin,2,0.801980198019802,0.7929968466074019,0.6892947913177899
45,FST,RF,GBM,2,0.8118811881188119,0.8057205720572057,0.7058507726382922
45,FST,RF,RF,3,0.9207920792079208,0.9161004893592807,0.8798544765758931
45,FST,RF,XGB,3,0.9108910891089109,0.9082382265388822,0.8622376488595582
45,FST,RF,LR,3,0.9108910891089109,0.9093563828493018,0.8611243145141375
45,FST,RF,SVM_RBF,3,0.9504950495049505,0.9491296310082135,0.9238876244500542
45,FST,RF,SVM_Lin,3,0.9108910891089109,0.9042193012404689,0.864025245700552
45,FST,RF,GBM,3,0.9702970297029703,0.970049504950495,0.954145000004871
45,FST,RF,RF,4,0.88,0.8812543859649122,0.8176621306177925
45,FST,RF,XGB,4,0.87,0.8712470959370313,0.799781819041462
45,FST,RF,LR,4,0.88,0.8810526231759108,0.8155377834617881
45,FST,RF,SVM_RBF,4,0.9,0.9007050886502941,0.8486307186843904
45,FST,RF,SVM_Lin,4,0.84,0.8417770554953653,0.7553927967464803
45,FST,RF,GBM,4,0.86,0.8610936517913262,0.7828734504445389
45,FST,LR,RF,0,0.7722772277227723,0.7570493758236583,0.6424163874565529
45,FST,LR,XGB,0,0.7722772277227723,0.7719708679728732,0.6469871005577311
45,FST,LR,LR,0,0.7524752475247525,0.7539232345371717,0.6187594486399689
45,FST,LR,SVM_RBF,0,0.7722772277227723,0.7709317970124538,0.6446305452411731
45,FST,LR,SVM_Lin,0,0.693069306930693,0.696203252727221,0.5302394544125523
45,FST,LR,GBM,0,0.7128712871287128,0.7039422859613651,0.555029382300087
45,FST,LR,RF,1,0.7524752475247525,0.7443451662239395,0.6120843130871896
45,FST,LR,XGB,1,0.7524752475247525,0.7543931316208544,0.6206384734432573
45,FST,LR,LR,1,0.7623762376237624,0.7634700178878646,0.6348958610840506
45,FST,LR,SVM_RBF,1,0.7425742574257426,0.7444268236347444,0.6026505139138882
45,FST,LR,SVM_Lin,1,0.7623762376237624,0.7623218798182438,0.6331435282950066
45,FST,LR,GBM,1,0.693069306930693,0.6904872475990563,0.5267592965122013
45,FST,LR,RF,2,0.801980198019802,0.7935863385736343,0.6942225421988174
45,FST,LR,XGB,2,0.7623762376237624,0.7599009900990099,0.6324786324786325
45,FST,LR,LR,2,0.7821782178217822,0.789004754945349,0.6742628339915786
45,FST,LR,SVM_RBF,2,0.801980198019802,0.7997773461556681,0.6894814550776633
45,FST,LR,SVM_Lin,2,0.7524752475247525,0.7547600913937547,0.6253208838791676
45,FST,LR,GBM,2,0.7326732673267327,0.7278009379885357,0.580908607390552
45,FST,LR,RF,3,0.8118811881188119,0.805055505550555,0.7060828209706049
45,FST,LR,XGB,3,0.8217821782178217,0.8183211684093796,0.7211283826029173
45,FST,LR,LR,3,0.8415841584158416,0.8395917369514727,0.7531221622550938
45,FST,LR,SVM_RBF,3,0.8217821782178217,0.816396381017412,0.7215621678224816
45,FST,LR,SVM_Lin,3,0.7722772277227723,0.7570594738195434,0.6428078456768678
45,FST,LR,GBM,3,0.7623762376237624,0.7615050483127966,0.6294567021430547
45,FST,LR,RF,4,0.75,0.7492055859297807,0.6177914833157219
45,FST,LR,XGB,4,0.75,0.7527598912715192,0.6179525174358075
45,FST,LR,LR,4,0.8,0.8057476775546898,0.6990713520603116
45,FST,LR,SVM_RBF,4,0.78,0.7804545454545455,0.6592314327102532
45,FST,LR,SVM_Lin,4,0.74,0.7444126984126984,0.6037705850545464
45,FST,LR,GBM,4,0.71,0.7119333752064577,0.5542219711911998
45,FST,EN,RF,0,0.8514851485148515,0.845219001538163,0.7696733208710241
45,FST,EN,XGB,0,0.8217821782178217,0.8190379102730959,0.7221901092615309
45,FST,EN,LR,0,0.8217821782178217,0.819596715769138,0.7227632960485815
45,FST,EN,SVM_RBF,0,0.8712871287128713,0.8701406982803545,0.7995417643908821
45,FST,EN,SVM_Lin,0,0.801980198019802,0.8016734547809341,0.6919909191534706
45,FST,EN,GBM,0,0.8217821782178217,0.8183408347286805,0.7205956106389466
45,FST,EN,RF,1,0.8514851485148515,0.8492409240924091,0.7695258760441152
45,FST,EN,XGB,1,0.8118811881188119,0.810929169840061,0.7060298212675077
45,FST,EN,LR,1,0.7920792079207921,0.7913340833641799,0.6792484283366762
45,FST,EN,SVM_RBF,1,0.8712871287128713,0.8711835137002072,0.7988210736557348
45,FST,EN,SVM_Lin,1,0.7920792079207921,0.7919652407668447,0.6753587645130978
45,FST,EN,GBM,1,0.8217821782178217,0.8211612101976747,0.7219188703472491
45,FST,EN,RF,2,0.8811881188118812,0.8771765650332919,0.8152383865885755
45,FST,EN,XGB,2,0.8811881188118812,0.8796968585747463,0.816787811328188
45,FST,EN,LR,2,0.8613861386138614,0.8589471142236175,0.7847846154206348
45,FST,EN,SVM_RBF,2,0.8811881188118812,0.8800067676144308,0.8176156662629707
45,FST,EN,SVM_Lin,2,0.8316831683168316,0.8310082415370993,0.738712767147492
45,FST,EN,GBM,2,0.8514851485148515,0.8495411736295582,0.7692792855776215
45,FST,EN,RF,3,0.8910891089108911,0.8862415360479885,0.8343119854126074
45,FST,EN,XGB,3,0.900990099009901,0.8994896593906496,0.847808124087447
45,FST,EN,LR,3,0.900990099009901,0.8985817647485641,0.8459164411997997
45,FST,EN,SVM_RBF,3,0.8811881188118812,0.8786378637863785,0.8165498611180309
45,FST,EN,SVM_Lin,3,0.8613861386138614,0.8587598172757669,0.7834392488333062
45,FST,EN,GBM,3,0.900990099009901,0.8960719601371903,0.8511797358418921
45,FST,EN,RF,4,0.87,0.8715007049489807,0.7985439895499435
45,FST,EN,XGB,4,0.89,0.8905819721718089,0.8292993233085574
45,FST,EN,LR,4,0.9,0.9020779220779221,0.8495553687933
45,FST,EN,SVM_RBF,4,0.89,0.8904556563823351,0.8292993233085574
45,FST,EN,SVM_Lin,4,0.84,0.8488141473660065,0.7639374299430989
45,FST,EN,GBM,4,0.84,0.842366900616542,0.751953735542357
45,fst_stat,RF,RF,0,0.8712871287128713,0.8669715337546826,0.800338417484505
45,fst_stat,RF,XGB,0,0.8910891089108911,0.8903858781823324,0.832070372679653
45,fst_stat,RF,LR,0,0.8712871287128713,0.8701406982803545,0.7995417643908821
45,fst_stat,RF,SVM_RBF,0,0.900990099009901,0.8997364152553501,0.8462459988112973
45,fst_stat,RF,SVM_Lin,0,0.8217821782178217,0.8192266523949693,0.7211545049902748
45,fst_stat,RF,GBM,0,0.8712871287128713,0.8701402266923525,0.7988037857437845
45,fst_stat,RF,RF,1,0.8415841584158416,0.8385563184631327,0.7542110404574291
45,fst_stat,RF,XGB,1,0.8316831683168316,0.8312622031433913,0.7367682787142859
45,fst_stat,RF,LR,1,0.8613861386138614,0.8601907751750785,0.7847846154206348
45,fst_stat,RF,SVM_RBF,1,0.8712871287128713,0.8710091597395033,0.7988178651218326
45,fst_stat,RF,SVM_Lin,1,0.8415841584158416,0.8406194465600406,0.7525458107965477
45,fst_stat,RF,GBM,1,0.8613861386138614,0.861163081825424,0.7835312097059521
45,fst_stat,RF,RF,2,0.9108910891089109,0.9098319134239006,0.860919152115792
45,fst_stat,RF,XGB,2,0.8910891089108911,0.8890059974563773,0.8298301980184809
45,fst_stat,RF,LR,2,0.8712871287128713,0.87044745023101,0.8013430938348103
45,fst_stat,RF,SVM_RBF,2,0.8613861386138614,0.8590754797608783,0.7840494822726969
45,fst_stat,RF,SVM_Lin,2,0.8514851485148515,0.8505326382369901,0.7706158149899675
45,fst_stat,RF,GBM,2,0.8910891089108911,0.8906939474435249,0.8301225254957557
45,fst_stat,RF,RF,3,0.900990099009901,0.8994149414941495,0.848111872588724
45,fst_stat,RF,XGB,3,0.9108910891089109,0.9068486595494993,0.8645477807409501
45,fst_stat,RF,LR,3,0.9207920792079208,0.9194387285886091,0.8784497009473841
45,fst_stat,RF,SVM_RBF,3,0.9108910891089109,0.9105293382919254,0.8645951987301459
45,fst_stat,RF,SVM_Lin,3,0.8910891089108911,0.8894600850046395,0.8320849106219985
45,fst_stat,RF,GBM,3,0.9207920792079208,0.9165869395928357,0.8812171030617669
45,fst_stat,RF,RF,4,0.91,0.9100530195267038,0.8620909755202185
45,fst_stat,RF,XGB,4,0.89,0.8909125334125335,0.8345478551980721
45,fst_stat,RF,LR,4,0.89,0.8912706756377909,0.8323449798630416
45,fst_stat,RF,SVM_RBF,4,0.91,0.9105335753176044,0.8608916784822167
45,fst_stat,RF,SVM_Lin,4,0.9,0.9007039597737273,0.8456288372537205
45,fst_stat,RF,GBM,4,0.86,0.8617122122161013,0.7841274479504174
45,fst_stat,LR,RF,0,0.900990099009901,0.8981354205856174,0.8464625229316498
45,fst_stat,LR,XGB,0,0.8514851485148515,0.8493257726856697,0.7712141778048923
45,fst_stat,LR,LR,0,0.8316831683168316,0.8320762455992435,0.7422300011573226
45,fst_stat,LR,SVM_RBF,0,0.8910891089108911,0.8899545416726546,0.8298429004524632
45,fst_stat,LR,SVM_Lin,0,0.8118811881188119,0.8111093947192776,0.709985028364456
45,fst_stat,LR,GBM,0,0.8415841584158416,0.8391160660781526,0.754670754649626
45,fst_stat,LR,RF,1,0.8118811881188119,0.8114458605929441,0.7073990061981135
45,fst_stat,LR,XGB,1,0.801980198019802,0.7981767688964019,0.6938384311106383
45,fst_stat,LR,LR,1,0.8316831683168316,0.8296304687677005,0.7472975457934841
45,fst_stat,LR,SVM_RBF,1,0.8316831683168316,0.828036774909511,0.7394770772383193
45,fst_stat,LR,SVM_Lin,1,0.7821782178217822,0.7787889900101123,0.6679888778753189
45,fst_stat,LR,GBM,1,0.8514851485148515,0.8476033789565144,0.7688174615095459
45,fst_stat,LR,RF,2,0.8712871287128713,0.866996699669967,0.8004137606824595
45,fst_stat,LR,XGB,2,0.9207920792079208,0.9173639256851875,0.8776172030248928
45,fst_stat,LR,LR,2,0.8910891089108911,0.8910652970058911,0.832513436516995
45,fst_stat,LR,SVM_RBF,2,0.8910891089108911,0.8890168016344108,0.8305582906377375
45,fst_stat,LR,SVM_Lin,2,0.8613861386138614,0.8615647447097651,0.7841761871399728
45,fst_stat,LR,GBM,2,0.8415841584158416,0.8391544370236932,0.7530436100293365
45,fst_stat,LR,RF,3,0.8514851485148515,0.8435357453102894,0.7705831062092243
45,fst_stat,LR,XGB,3,0.8712871287128713,0.8697812933649626,0.7990030763778062
45,fst_stat,LR,LR,3,0.8712871287128713,0.8717827478950427,0.8019224177719276
45,fst_stat,LR,SVM_RBF,3,0.8316831683168316,0.8287076852600144,0.7371316738185937
45,fst_stat,LR,SVM_Lin,3,0.8217821782178217,0.8234402387607183,0.7247429906120368
45,fst_stat,LR,GBM,3,0.8415841584158416,0.8408812890223826,0.753420975004258
45,fst_stat,LR,RF,4,0.84,0.8376959967691452,0.7575683570261925
45,fst_stat,LR,XGB,4,0.85,0.850176313299601,0.7689470831271706
45,fst_stat,LR,LR,4,0.84,0.8411871201344886,0.7513230454790744
45,fst_stat,LR,SVM_RBF,4,0.87,0.8692672672672672,0.8001363321718371
45,fst_stat,LR,SVM_Lin,4,0.82,0.8210285086147155,0.7197765808352125
45,fst_stat,LR,GBM,4,0.89,0.8898942778394833,0.8326939915729464
45,fst_stat,EN,RF,0,0.9405940594059405,0.939454278729822,0.9081906003048376
45,fst_stat,EN,XGB,0,0.9207920792079208,0.9194520230990966,0.8769629013739549
45,fst_stat,EN,LR,0,0.9108910891089109,0.9111751933161899,0.8615641628810978
45,fst_stat,EN,SVM_RBF,0,0.9306930693069307,0.9301232347516495,0.8931373444872986
45,fst_stat,EN,SVM_Lin,0,0.900990099009901,0.9014489999983899,0.8454030055249593
45,fst_stat,EN,GBM,0,0.9306930693069307,0.9295803186150021,0.8927630622627019
45,fst_stat,EN,RF,1,0.8910891089108911,0.8907588745758822,0.8305582906377375
45,fst_stat,EN,XGB,1,0.8811881188118812,0.8805008080545391,0.8157414575066668
45,fst_stat,EN,LR,1,0.8811881188118812,0.8807546795955393,0.8157414575066668
45,fst_stat,EN,SVM_RBF,1,0.8514851485148515,0.850606402103625,0.7701284196708411
45,fst_stat,EN,SVM_Lin,1,0.8811881188118812,0.8817668693330678,0.8152918923085798
45,fst_stat,EN,GBM,1,0.8712871287128713,0.8702335891777836,0.799048457078015
45,fst_stat,EN,RF,2,0.8811881188118812,0.8738446734699045,0.818906371116351
45,fst_stat,EN,XGB,2,0.8811881188118812,0.876959091257963,0.8155926006231851
45,fst_stat,EN,LR,2,0.900990099009901,0.8968935355073969,0.8469262033738892
45,fst_stat,EN,SVM_RBF,2,0.9207920792079208,0.9188403446313937,0.8769377040081464
45,fst_stat,EN,SVM_Lin,2,0.900990099009901,0.8982264105329656,0.8456848077114552
45,fst_stat,EN,GBM,2,0.8910891089108911,0.8855342195535765,0.8314613306642131
45,fst_stat,EN,RF,3,0.8613861386138614,0.8590639119829969,0.784230140102408
45,fst_stat,EN,XGB,3,0.900990099009901,0.899691130609792,0.8455683217103587
45,fst_stat,EN,LR,3,0.8910891089108911,0.8898484292873731,0.8306133382817487
45,fst_stat,EN,SVM_RBF,3,0.8910891089108911,0.889574596940695,0.8300621440208324
45,fst_stat,EN,SVM_Lin,3,0.8811881188118812,0.8797745221676639,0.8156688868677883
45,fst_stat,EN,GBM,3,0.9108910891089109,0.9111520395737053,0.8614470556006106
45,fst_stat,EN,RF,4,0.85,0.8509320039228507,0.7738566635379986
45,fst_stat,EN,XGB,4,0.85,0.8512507467679882,0.7670370260640511
45,fst_stat,EN,LR,4,0.88,0.8814418604651163,0.8152568571272678
45,fst_stat,EN,SVM_RBF,4,0.9,0.901359989120087,0.846074007827566
45,fst_stat,EN,SVM_Lin,4,0.89,0.8919674125071715,0.8299446555394464
45,fst_stat,EN,GBM,4,0.81,0.8128978746643608,0.7075658558092243
50,stat,RF,RF,0,0.8712871287128713,0.8616400101548616,0.8029693114844046
50,stat,RF,XGB,0,0.8712871287128713,0.8658194715150257,0.7996006802860284
50,stat,RF,LR,0,0.8910891089108911,0.888307196732745,0.8318342990999091
50,stat,RF,SVM_RBF,0,0.900990099009901,0.8968736114117742,0.8478003100808933
50,stat,RF,SVM_Lin,0,0.8415841584158416,0.8375895817429845,0.7527814478820729
50,stat,RF,GBM,0,0.8613861386138614,0.8569276430214711,0.7846665127179888
50,stat,RF,RF,1,0.8712871287128713,0.87005238985437,0.7996145072783345
50,stat,RF,XGB,1,0.8415841584158416,0.8379537953795378,0.7529806745321006
50,stat,RF,LR,1,0.8613861386138614,0.8617596605136932,0.7841986247640899
50,stat,RF,SVM_RBF,1,0.8613861386138614,0.862038357681922,0.783588913875869
50,stat,RF,SVM_Lin,1,0.8712871287128713,0.8721333671828722,0.8018704660118534
50,stat,RF,GBM,1,0.8811881188118812,0.881503887200972,0.8146917461160043
50,stat,RF,RF,2,0.8910891089108911,0.8889043261596795,0.8298301980184809
50,stat,RF,XGB,2,0.9207920792079208,0.9198034735600257,0.8766193551497666
50,stat,RF,LR,2,0.8613861386138614,0.8571651902032309,0.78392511031943
50,stat,RF,SVM_RBF,2,0.8811881188118812,0.8777954718548779,0.8153850726435194
50,stat,RF,SVM_Lin,2,0.8514851485148515,0.8482362355028102,0.7680549844107746
50,stat,RF,GBM,2,0.8712871287128713,0.8674662237465576,0.800338417484505
50,stat,RF,RF,3,0.8910891089108911,0.8835263273162759,0.8360833197828232
50,stat,RF,XGB,3,0.8712871287128713,0.8622739991390442,0.8070960372299301
50,stat,RF,LR,3,0.8910891089108911,0.8861709700381804,0.8352240652182783
50,stat,RF,SVM_RBF,3,0.8910891089108911,0.8882373951680882,0.8346594714639142
50,stat,RF,SVM_Lin,3,0.8514851485148515,0.8491367413201701,0.7722875929608772
50,stat,RF,GBM,3,0.8613861386138614,0.8550184430207727,0.7873570533474369
50,stat,RF,RF,4,0.89,0.8903654970760233,0.833557584167905
50,stat,RF,XGB,4,0.89,0.8911824025617129,0.830050953035836
50,stat,RF,LR,4,0.91,0.9104072595281306,0.8608916784822167
50,stat,RF,SVM_RBF,4,0.88,0.8800556563823352,0.8135031457217278
50,stat,RF,SVM_Lin,4,0.86,0.8606098361186945,0.7842896634383462
50,stat,RF,GBM,4,0.87,0.8703854517647622,0.7985439895499435
50,stat,LR,RF,0,0.8811881188118812,0.8793352629410653,0.8142573905120025
50,stat,LR,XGB,0,0.9108910891089109,0.9104185805843923,0.8614798766445432
50,stat,LR,LR,0,0.8514851485148515,0.8492764661081493,0.768051140639561
50,stat,LR,SVM_RBF,0,0.8811881188118812,0.8802631032334003,0.8148026706502578
50,stat,LR,SVM_Lin,0,0.8217821782178217,0.8201588763527514,0.7211984755806634
50,stat,LR,GBM,0,0.8712871287128713,0.8707046264006779,0.7998475284659713
50,stat,LR,RF,1,0.8811881188118812,0.8798339543741345,0.8156389188140651
50,stat,LR,XGB,1,0.8514851485148515,0.849133327966943,0.7701284196708411
50,stat,LR,LR,1,0.8613861386138614,0.8619478489202304,0.7958966456997973
50,stat,LR,SVM_RBF,1,0.8415841584158416,0.8396522579087178,0.7537739557346081
50,stat,LR,SVM_Lin,1,0.8118811881188119,0.8100970811366851,0.7174889313798111
50,stat,LR,GBM,1,0.801980198019802,0.7985752233759962,0.6917526363625548
50,stat,LR,RF,2,0.9207920792079208,0.9157954256964157,0.8784673341042589
50,stat,LR,XGB,2,0.8712871287128713,0.8696914767117342,0.8001859961353518
50,stat,LR,LR,2,0.8316831683168316,0.8294850868933725,0.7377623084827278
50,stat,LR,SVM_RBF,2,0.9108910891089109,0.9084491377836991,0.8609758130314377
50,stat,LR,SVM_Lin,2,0.8316831683168316,0.8316831683168316,0.737942612942613
50,stat,LR,GBM,2,0.8415841584158416,0.8393472680601393,0.7547377406669267
50,stat,LR,RF,3,0.8712871287128713,0.8628005657708627,0.8050430924815051
50,stat,LR,XGB,3,0.8613861386138614,0.8567937477372537,0.783610785314839
50,stat,LR,LR,3,0.8910891089108911,0.8881264156853226,0.8303949420757554
50,stat,LR,SVM_RBF,3,0.8811881188118812,0.8751651348779067,0.816375811219059
50,stat,LR,SVM_Lin,3,0.8415841584158416,0.8417736510493155,0.7537594583037375
50,stat,LR,GBM,3,0.801980198019802,0.7910542934621756,0.6909220072049954
50,stat,LR,RF,4,0.8,0.7839158710391587,0.7026176971626455
50,stat,LR,XGB,4,0.81,0.8058080458975599,0.7056424004715595
50,stat,LR,LR,4,0.79,0.7889367389367389,0.6726600839109637
50,stat,LR,SVM_RBF,4,0.81,0.8047916666666666,0.7124082268755771
50,stat,LR,SVM_Lin,4,0.76,0.7607851512840071,0.632619730551529
50,stat,LR,GBM,4,0.81,0.8052571428571429,0.7035017282207902
50,stat,EN,RF,0,0.8910891089108911,0.8895193692724007,0.8314613306642131
50,stat,EN,XGB,0,0.9207920792079208,0.9201364256565002,0.8769377040081464
50,stat,EN,LR,0,0.900990099009901,0.9014489999983899,0.8454030055249593
50,stat,EN,SVM_RBF,0,0.9108910891089109,0.9112850277070148,0.8611642710402361
50,stat,EN,SVM_Lin,0,0.8811881188118812,0.8809935047558809,0.8149211919588807
50,stat,EN,GBM,0,0.8712871287128713,0.8707519400588708,0.8011634850110447
50,stat,EN,RF,1,0.9108910891089109,0.9113702546725261,0.860867935783094
50,stat,EN,XGB,1,0.900990099009901,0.9006797608696935,0.8468255511348498
50,stat,EN,LR,1,0.9207920792079208,0.9207423674300731,0.8773250053176165
50,stat,EN,SVM_RBF,1,0.9306930693069307,0.9307707241312366,0.8921646102618974
50,stat,EN,SVM_Lin,1,0.900990099009901,0.9016997908774631,0.8469637257334525
50,stat,EN,GBM,1,0.9108910891089109,0.9109532129683556,0.8613107750842046
50,stat,EN,RF,2,0.9108910891089109,0.906049356572497,0.8626326168393075
50,stat,EN,XGB,2,0.9108910891089109,0.9079984204600113,0.8618553497096394
50,stat,EN,LR,2,0.900990099009901,0.899071486095978,0.8460408682135536
50,stat,EN,SVM_RBF,2,0.9306930693069307,0.9294472581498244,0.8936557530743188
50,stat,EN,SVM_Lin,2,0.900990099009901,0.9000016415852102,0.8498017200623932
50,stat,EN,GBM,2,0.8415841584158416,0.8377043052200899,0.7519261188213817
50,stat,EN,RF,3,0.900990099009901,0.8995372093600338,0.8458278536039312
50,stat,EN,XGB,3,0.8712871287128713,0.8698813577808209,0.7993763633987379
50,stat,EN,LR,3,0.8811881188118812,0.8802502172598675,0.8144563361028008
50,stat,EN,SVM_RBF,3,0.900990099009901,0.8995372093600338,0.8458278536039312
50,stat,EN,SVM_Lin,3,0.8613861386138614,0.8599223602983472,0.783344350495243
50,stat,EN,GBM,3,0.8712871287128713,0.8676489293401968,0.7991759250835159
50,stat,EN,RF,4,0.87,0.8710897164445552,0.8069767203570317
50,stat,EN,XGB,4,0.85,0.8512377372552514,0.7684326140360344
50,stat,EN,LR,4,0.86,0.8616060640775958,0.788774272458743
50,stat,EN,SVM_RBF,4,0.91,0.9106480217257572,0.8637712078548522
50,stat,EN,SVM_Lin,4,0.86,0.8624797770580704,0.7880682202784305
50,stat,EN,GBM,4,0.81,0.8120598542192319,0.7068737185307572
50,FST,RF,RF,0,0.8316831683168316,0.8197883271473215,0.7383983577508662
50,FST,RF,XGB,0,0.8910891089108911,0.8895647825897224,0.8315238153103323
50,FST,RF,LR,0,0.9108910891089109,0.9099270199658719,0.861404627522072
50,FST,RF,SVM_RBF,0,0.8910891089108911,0.8887750402947272,0.8313430504631357
50,FST,RF,SVM_Lin,0,0.8910891089108911,0.888977893928389,0.8306316405917967
50,FST,RF,GBM,0,0.8712871287128713,0.8694974881386627,0.7990732434559981
50,FST,RF,RF,1,0.8910891089108911,0.8904444498503905,0.8306316405917967
50,FST,RF,XGB,1,0.8712871287128713,0.871313984148267,0.7995867264349168
50,FST,RF,LR,1,0.900990099009901,0.9010743143279845,0.8456966866739813
50,FST,RF,SVM_RBF,1,0.8811881188118812,0.8811618562386743,0.8144021251396641
50,FST,RF,SVM_Lin,1,0.8910891089108911,0.8912788576154913,0.8307004646884149
50,FST,RF,GBM,1,0.8613861386138614,0.8617596605136932,0.7841986247640899
50,FST,RF,RF,2,0.8514851485148515,0.8342011978975675,0.7747960482791704
50,FST,RF,XGB,2,0.8316831683168316,0.8257236852461081,0.7368351519233249
50,FST,RF,LR,2,0.8712871287128713,0.8697618921556022,0.7988178651218326
50,FST,RF,SVM_RBF,2,0.8910891089108911,0.888990921389261,0.8300906951800235
50,FST,RF,SVM_Lin,2,0.8613861386138614,0.8594186341711093,0.7835564704825744
50,FST,RF,GBM,2,0.7920792079207921,0.7817653976350982,0.6742815674848444
50,FST,RF,RF,3,0.9108910891089109,0.9063524957146876,0.8637823142363465
50,FST,RF,XGB,3,0.9306930693069307,0.9285211791855876,0.8926637161116051
50,FST,RF,LR,3,0.9108910891089109,0.9094058698019094,0.8620409642386122
50,FST,RF,SVM_RBF,3,0.9306930693069307,0.9304674057149304,0.892574707640283
50,FST,RF,SVM_Lin,3,0.9504950495049505,0.9481338072465363,0.9249910284558943
50,FST,RF,GBM,3,0.9207920792079208,0.9175797667207103,0.8776813352159468
50,FST,RF,RF,4,0.88,0.8810440078780556,0.8206664589438206
50,FST,RF,XGB,4,0.89,0.8909362246352609,0.8355390179109774
50,FST,RF,LR,4,0.89,0.8901942971679813,0.830442995508463
50,FST,RF,SVM_RBF,4,0.93,0.930124603860559,0.8961419468652159
50,FST,RF,SVM_Lin,4,0.86,0.8611450489068369,0.788615435356872
50,FST,RF,GBM,4,0.86,0.859539183018635,0.7848838102386145
50,FST,LR,RF,0,0.7227722772277227,0.710282154976061,0.5669869250276912
50,FST,LR,XGB,0,0.7623762376237624,0.7639393061743579,0.6317345992209504
50,FST,LR,LR,0,0.7524752475247525,0.7565941199827979,0.6217269727670065
50,FST,LR,SVM_RBF,0,0.7821782178217822,0.7822525216874407,0.6616840767883173
50,FST,LR,SVM_Lin,0,0.7128712871287128,0.7143971141300176,0.554203836872413
50,FST,LR,GBM,0,0.7029702970297029,0.70076022730399,0.540317667932063
50,FST,LR,RF,1,0.7920792079207921,0.7828219530813841,0.6735990627163894
50,FST,LR,XGB,1,0.801980198019802,0.801164031191634,0.6920155373843587
50,FST,LR,LR,1,0.7623762376237624,0.7594840301946456,0.6280305197438283
50,FST,LR,SVM_RBF,1,0.7821782178217822,0.7812028589618543,0.6600882102623883
